fps,id,x,y
6286,1610,684,856
6287,1219,713,782
6287,1447,275,133
6287,1551,822,571
6287,1562,548,565
6287,1571,363,236
6287,1576,158,234
6287,1591,299,634
6287,1600,367,23
6287,1607,666,757
6287,1610,684,856
6288,1219,712,782
6288,1447,275,133
6288,1551,826,571
6288,1562,547,568
6288,1571,360,236
6288,1576,155,234
6288,1591,299,634
6288,1600,367,24
6288,1607,665,757
6288,1610,684,856
6289,1219,712,782
6289,1447,275,133
6289,1551,829,571
6289,1562,546,572
6289,1571,357,235
6289,1576,152,234
6289,1591,298,633
6289,1600,367,24
6289,1607,664,758
6289,1610,684,856
6290,1219,712,783
6290,1447,275,133
6290,1551,833,571
6290,1562,545,575
6290,1571,355,234
6290,1591,298,633
6290,1600,367,24
6290,1607,662,757
6290,1610,684,856
6291,1219,713,783
6291,1447,275,133
6291,1551,836,571
6291,1562,544,579
6291,1571,353,234
6291,1586,376,221
6291,1591,298,633
6291,1600,366,24
6291,1607,660,757
6291,1610,684,856
6292,1219,713,782
6292,1447,275,133
6292,1551,840,571
6292,1562,543,582
6292,1571,350,233
6292,1586,373,221
6292,1591,298,633
6292,1600,367,24
6292,1607,658,757
6292,1610,684,856
6292,1613,149,236
6293,1219,713,782
6293,1447,275,133
6293,1551,844,572
6293,1562,542,585
6293,1571,347,233
6293,1591,299,633
6293,1600,367,24
6293,1607,657,757
6293,1610,684,855
6293,1613,146,236
6294,1219,713,782
6294,1447,275,133
6294,1551,847,572
6294,1562,540,588
6294,1571,344,233
6294,1591,299,632
6294,1600,366,23
6294,1607,654,756
6294,1610,684,855
6294,1613,145,236
6295,1219,713,782
6295,1447,275,133
6295,1551,850,572
6295,1562,540,590
6295,1571,341,232
6295,1591,299,632
6295,1600,367,23
6295,1607,653,756
6295,1610,685,854
6295,1613,144,235
6296,1219,713,782
6296,1447,275,133
6296,1551,854,573
6296,1562,539,593
6296,1571,338,232
6296,1586,363,220
6296,1591,298,632
6296,1600,366,23
6296,1607,651,757
6296,1610,685,854
6296,1613,141,235
6296,1615,666,730
6297,1219,713,782
6297,1447,275,133
6297,1551,857,573
6297,1562,539,596
6297,1571,335,231
6297,1586,361,220
6297,1591,298,632
6297,1600,366,23
6297,1607,650,757
6297,1610,685,854
6297,1613,140,235
6297,1615,666,730
6298,1219,714,782
6298,1447,276,133
6298,1551,861,574
6298,1562,538,599
6298,1571,332,231
6298,1586,358,220
6298,1591,298,633
6298,1600,367,24
6298,1607,649,757
6298,1610,685,854
6298,1615,667,730
6299,1219,714,782
6299,1447,275,133
6299,1551,865,574
6299,1562,537,601
6299,1571,329,231
6299,1586,355,220
6299,1591,298,633
6299,1600,367,23
6299,1607,648,757
6299,1610,684,854
6299,1615,667,730
6300,1219,713,782
6300,1447,275,132
6300,1551,868,574
6300,1562,536,604
6300,1571,325,231
6300,1586,352,220
6300,1591,298,634
6300,1600,367,24
6300,1607,647,757
6300,1610,684,854
6300,1615,669,731
6301,1219,712,782
6301,1447,275,132
6301,1551,872,575
6301,1562,535,607
6301,1571,322,231
6301,1586,351,221
6301,1591,298,633
6301,1600,367,24
6301,1607,645,757
6301,1610,684,854
6301,1615,670,731
6302,1219,712,782
6302,1447,275,132
6302,1551,876,576
6302,1562,534,609
6302,1571,318,230
6302,1586,348,221
6302,1591,298,633
6302,1600,367,24
6302,1607,643,757
6302,1610,684,854
6303,1219,713,783
6303,1447,275,132
6303,1551,880,576
6303,1571,316,231
6303,1586,346,221
6303,1591,298,633
6303,1600,367,24
6303,1607,641,756
6303,1610,684,853
6304,1219,713,783
6304,1447,275,133
6304,1551,885,576
6304,1571,313,231
6304,1586,344,221
6304,1591,298,634
6304,1600,367,24
6304,1607,640,756
6304,1610,684,853
6305,1219,713,783
6305,1447,275,133
6305,1551,888,577
6305,1571,309,231
6305,1586,341,221
6305,1591,298,633
6305,1600,367,24
6305,1607,639,756
6305,1610,684,853
6306,1219,713,783
6306,1447,275,133
6306,1551,892,578
6306,1571,306,231
6306,1586,339,221
6306,1591,298,634
6306,1600,367,24
6306,1607,637,756
6306,1610,685,854
6307,1219,713,783
6307,1447,275,133
6307,1551,895,578
6307,1571,303,231
6307,1586,336,221
6307,1591,299,630
6307,1600,367,24
6307,1607,636,756
6307,1610,685,853
6307,1615,675,730
6308,1219,713,782
6308,1447,275,133
6308,1551,899,579
6308,1571,301,231
6308,1586,333,221
6308,1591,300,628
6308,1600,367,24
6308,1607,635,756
6308,1610,685,853
6308,1615,676,730
6308,1616,111,240
6309,1219,713,781
6309,1447,276,133
6309,1551,902,579
6309,1571,297,231
6309,1586,331,221
6309,1591,299,634
6309,1600,366,24
6309,1607,634,756
6309,1610,685,852
6309,1615,676,730
6309,1616,109,240
6310,1219,713,781
6310,1447,275,132
6310,1551,907,580
6310,1571,295,232
6310,1591,300,630
6310,1600,366,24
6310,1607,633,756
6310,1610,685,852
6310,1615,676,731
6310,1616,106,241
6311,1219,713,780
6311,1447,275,132
6311,1551,910,580
6311,1571,292,232
6311,1591,301,628
6311,1600,366,24
6311,1607,632,755
6311,1610,685,852
6311,1615,677,731
6311,1616,103,241
6312,1219,713,781
6312,1447,275,132
6312,1551,914,581
6312,1571,289,233
6312,1591,300,627
6312,1600,366,24
6312,1607,629,755
6312,1610,685,852
6312,1616,99,241
6313,1219,713,782
6313,1447,275,132
6313,1551,918,581
6313,1571,286,232
6313,1591,300,626
6313,1600,366,24
6313,1607,628,755
6313,1610,686,852
6313,1616,96,242
6314,1219,713,782
6314,1447,275,132
6314,1551,921,582
6314,1571,282,232
6314,1591,300,627
6314,1600,367,24
6314,1607,626,755
6314,1610,686,852
6314,1616,93,242
6315,1219,713,782
6315,1447,275,132
6315,1551,924,583
6315,1571,280,232
6315,1591,300,627
6315,1600,367,24
6315,1607,625,755
6315,1610,686,852
6315,1616,90,242
6316,1219,713,783
6316,1447,275,132
6316,1551,927,585
6316,1571,277,232
6316,1586,315,221
6316,1591,300,626
6316,1600,367,24
6316,1607,624,754
6316,1610,686,852
6316,1616,87,242
6317,1219,714,782
6317,1447,275,132
6317,1551,931,585
6317,1562,516,648
6317,1571,273,233
6317,1586,313,222
6317,1591,300,626
6317,1600,367,24
6317,1607,623,754
6317,1610,686,851
6317,1616,84,242
6318,1219,714,781
6318,1447,276,132
6318,1551,934,586
6318,1562,515,650
6318,1571,270,234
6318,1586,310,222
6318,1591,300,626
6318,1600,367,24
6318,1607,622,754
6318,1610,686,851
6318,1616,81,242
6319,1219,714,781
6319,1447,276,132
6319,1562,512,652
6319,1571,266,234
6319,1586,308,222
6319,1591,301,627
6319,1600,367,24
6319,1610,686,851
6319,1616,79,242
6320,1219,714,780
6320,1447,276,133
6320,1562,512,654
6320,1571,262,235
6320,1586,305,222
6320,1591,301,626
6320,1600,366,24
6320,1610,686,851
6320,1616,76,243
6321,1219,714,780
6321,1447,276,133
6321,1562,510,657
6321,1571,259,235
6321,1586,303,222
6321,1591,301,626
6321,1600,366,24
6321,1610,686,851
6322,1219,714,781
6322,1447,276,133
6322,1562,509,660
6322,1571,257,235
6322,1591,301,626
6322,1600,367,24
6322,1610,686,851
6322,1615,684,733
6322,1616,72,244
6323,1219,714,781
6323,1447,275,133
6323,1562,507,662
6323,1571,254,235
6323,1591,300,626
6323,1600,367,24
6323,1607,615,754
6323,1610,686,851
6323,1615,684,734
6323,1616,70,245
6324,1219,714,780
6324,1447,275,133
6324,1562,506,665
6324,1571,250,236
6324,1591,300,626
6324,1600,367,24
6324,1607,614,756
6324,1610,686,851
6324,1615,684,734
6324,1616,67,245
6325,1219,714,780
6325,1447,275,133
6325,1562,505,668
6325,1571,247,235
6325,1591,300,626
6325,1600,367,24
6325,1607,613,756
6325,1610,686,852
6325,1615,686,734
6326,1219,714,780
6326,1447,275,133
6326,1562,504,671
6326,1571,243,236
6326,1591,301,625
6326,1600,367,24
6326,1607,612,756
6326,1610,686,852
6326,1615,686,734
6327,1219,714,780
6327,1447,276,133
6327,1571,240,236
6327,1591,301,625
6327,1600,367,24
6327,1607,611,756
6327,1610,686,852
6328,1219,714,780
6328,1447,276,133
6328,1571,237,237
6328,1591,301,625
6328,1600,368,24
6328,1607,610,755
6328,1610,686,852
6329,1219,715,780
6329,1447,276,133
6329,1571,235,237
6329,1591,302,625
6329,1600,368,24
6329,1607,609,755
6329,1610,686,852
6330,1219,715,779
6330,1447,276,133
6330,1571,232,237
6330,1591,302,626
6330,1600,368,23
6330,1607,610,755
6330,1610,686,852
6331,1219,715,778
6331,1447,276,133
6331,1571,229,236
6331,1591,302,626
6331,1600,368,23
6331,1607,609,755
6331,1610,686,852
6331,1622,297,641
6332,1219,715,779
6332,1447,276,133
6332,1571,225,236
6332,1591,302,626
6332,1600,368,23
6332,1610,686,852
6332,1622,297,641
6333,1219,715,779
6333,1447,276,133
6333,1571,221,237
6333,1591,302,626
6333,1600,368,23
6333,1610,686,852
6333,1622,297,640
6334,1219,714,779
6334,1447,276,133
6334,1571,218,237
6334,1586,272,222
6334,1591,302,626
6334,1600,368,23
6334,1610,686,853
6334,1622,297,640
6335,1219,714,779
6335,1447,276,133
6335,1571,215,238
6335,1586,269,222
6335,1591,302,626
6335,1600,368,23
6335,1610,686,853
6335,1622,297,641
6336,1219,714,779
6336,1447,276,133
6336,1571,211,238
6336,1586,267,223
6336,1591,302,625
6336,1600,368,23
6336,1610,686,853
6336,1622,297,641
6337,1219,715,778
6337,1447,276,133
6337,1571,208,238
6337,1586,264,224
6337,1591,302,625
6337,1600,368,23
6337,1610,686,853
6337,1622,297,641
6337,1623,267,632
6338,1219,715,779
6338,1447,276,133
6338,1571,205,238
6338,1586,261,224
6338,1591,302,625
6338,1600,369,23
6338,1610,686,853
6338,1622,297,642
6338,1623,267,632
6339,1219,715,779
6339,1447,276,133
6339,1571,202,238
6339,1586,258,225
6339,1591,302,625
6339,1600,369,23
6339,1610,686,853
6339,1622,297,642
6339,1623,267,632
6340,1219,715,779
6340,1447,275,133
6340,1571,199,239
6340,1586,256,225
6340,1591,302,625
6340,1600,369,23
6340,1607,594,752
6340,1610,686,853
6340,1622,297,642
6340,1623,266,632
6341,1219,715,778
6341,1447,275,133
6341,1571,195,239
6341,1586,254,225
6341,1591,302,625
6341,1600,369,23
6341,1607,593,752
6341,1610,686,853
6341,1622,297,643
6341,1623,266,632
6342,1219,714,779
6342,1447,275,133
6342,1571,192,239
6342,1586,252,225
6342,1591,302,625
6342,1600,369,23
6342,1610,686,853
6342,1622,297,642
6342,1623,266,632
6343,1219,714,778
6343,1447,275,134
6343,1571,188,239
6343,1586,249,226
6343,1591,302,625
6343,1600,369,23
6343,1610,686,853
6343,1622,297,642
6343,1623,266,632
6344,1219,714,778
6344,1447,275,134
6344,1571,185,239
6344,1586,246,226
6344,1591,302,626
6344,1600,369,24
6344,1610,686,853
6344,1622,296,642
6344,1623,266,633
6345,1219,714,778
6345,1447,275,134
6345,1571,182,240
6345,1586,244,226
6345,1591,302,625
6345,1600,368,24
6345,1610,685,853
6345,1622,296,642
6345,1623,266,632
6346,1219,714,778
6346,1447,275,134
6346,1571,179,240
6346,1586,242,226
6346,1591,302,626
6346,1600,368,24
6346,1610,685,853
6346,1622,296,641
6346,1623,266,632
6347,1219,714,779
6347,1447,275,134
6347,1571,175,240
6347,1586,240,226
6347,1591,302,626
6347,1600,368,24
6347,1607,583,753
6347,1610,685,853
6347,1622,297,641
6347,1623,266,633
6348,1219,715,779
6348,1447,275,134
6348,1571,172,241
6348,1586,237,227
6348,1591,302,626
6348,1600,368,24
6348,1607,582,754
6348,1610,685,853
6348,1622,298,640
6348,1623,266,633
6349,1219,715,779
6349,1447,276,134
6349,1571,169,241
6349,1586,235,227
6349,1591,302,626
6349,1600,369,24
6349,1607,581,755
6349,1610,686,853
6349,1615,703,741
6349,1622,297,641
6349,1623,266,633
6350,1219,716,779
6350,1447,276,134
6350,1571,165,241
6350,1586,232,227
6350,1591,302,626
6350,1600,369,24
6350,1607,581,756
6350,1610,686,852
6350,1615,703,743
6350,1622,298,641
6350,1623,266,633
6351,1219,716,779
6351,1447,276,134
6351,1571,161,242
6351,1586,229,228
6351,1591,302,626
6351,1600,369,24
6351,1607,579,756
6351,1610,686,852
6351,1615,704,744
6351,1622,298,641
6351,1623,266,633
6352,1219,716,779
6352,1447,275,133
6352,1571,157,242
6352,1586,226,228
6352,1591,302,626
6352,1600,369,24
6352,1607,578,755
6352,1610,686,852
6352,1615,704,744
6352,1622,298,641
6352,1623,265,633
6353,1219,715,779
6353,1447,275,133
6353,1571,152,242
6353,1586,223,228
6353,1591,302,625
6353,1600,369,24
6353,1607,577,755
6353,1610,685,853
6353,1622,298,641
6353,1623,265,633
6354,1219,715,779
6354,1447,276,133
6354,1571,148,243
6354,1586,220,229
6354,1591,302,625
6354,1600,369,24
6354,1610,685,853
6354,1622,298,641
6354,1623,265,633
6355,1219,715,780
6355,1447,276,133
6355,1571,145,243
6355,1586,217,229
6355,1591,303,625
6355,1600,370,24
6355,1610,685,853
6355,1622,298,641
6355,1623,265,633
6356,1219,716,780
6356,1447,277,133
6356,1571,143,244
6356,1586,213,229
6356,1591,303,625
6356,1600,370,24
6356,1610,686,852
6356,1622,298,641
6356,1623,265,633
6357,1219,716,780
6357,1447,277,133
6357,1571,141,244
6357,1586,211,229
6357,1591,304,625
6357,1600,369,24
6357,1610,686,852
6357,1622,299,641
6357,1623,266,633
6358,1219,716,780
6358,1447,277,133
6358,1571,138,245
6358,1586,208,229
6358,1591,303,625
6358,1600,369,24
6358,1610,686,852
6358,1622,299,641
6358,1623,266,633
6358,1625,571,753
6359,1219,716,780
6359,1447,278,133
6359,1586,205,230
6359,1591,303,626
6359,1600,369,23
6359,1610,686,852
6359,1622,299,641
6359,1623,266,633
6359,1625,569,753
6359,1627,463,776
6360,1219,716,780
6360,1447,278,133
6360,1586,203,230
6360,1591,304,625
6360,1600,370,23
6360,1610,686,852
6360,1622,299,641
6360,1623,266,633
6360,1625,567,754
6360,1627,462,777
6361,1219,716,780
6361,1447,278,134
6361,1586,200,230
6361,1591,304,625
6361,1600,370,23
6361,1610,686,852
6361,1622,299,641
6361,1623,266,633
6361,1625,567,754
6362,1219,716,780
6362,1447,278,134
6362,1586,198,230
6362,1591,304,625
6362,1600,370,23
6362,1610,686,852
6362,1622,299,641
6362,1623,265,634
6362,1625,565,754
6363,1219,716,782
6363,1447,278,134
6363,1571,121,246
6363,1586,195,231
6363,1591,304,625
6363,1600,369,23
6363,1610,686,852
6363,1622,298,641
6363,1623,266,634
6363,1625,564,755
6364,1219,715,782
6364,1447,279,133
6364,1571,116,247
6364,1586,192,231
6364,1591,304,625
6364,1600,369,23
6364,1610,686,852
6364,1622,298,641
6364,1623,266,634
6365,1219,715,783
6365,1447,279,133
6365,1571,113,247
6365,1586,189,231
6365,1591,304,625
6365,1600,369,23
6365,1610,686,852
6365,1622,298,641
6365,1623,266,634
6366,1219,715,782
6366,1447,279,133
6366,1571,110,248
6366,1586,186,231
6366,1591,304,625
6366,1600,369,23
6366,1610,686,852
6366,1622,299,641
6366,1623,266,633
6366,1627,456,802
6367,1219,715,782
6367,1447,278,133
6367,1571,105,249
6367,1586,183,232
6367,1591,304,625
6367,1600,369,23
6367,1610,685,852
6367,1622,299,641
6367,1623,266,633
6367,1627,455,806
6368,1219,715,782
6368,1447,278,133
6368,1571,101,249
6368,1586,179,232
6368,1591,304,624
6368,1600,369,22
6368,1610,685,852
6368,1622,299,641
6368,1623,266,633
6368,1627,454,810
6369,1219,715,782
6369,1447,278,133
6369,1571,97,249
6369,1586,175,233
6369,1591,303,625
6369,1600,370,22
6369,1610,685,852
6369,1622,299,641
6369,1623,266,633
6369,1627,454,814
6370,1219,716,782
6370,1447,278,133
6370,1571,94,249
6370,1586,173,233
6370,1591,304,625
6370,1600,370,22
6370,1610,686,852
6370,1622,299,641
6370,1623,266,633
6370,1627,453,818
6371,1219,716,782
6371,1447,279,133
6371,1571,91,249
6371,1586,170,234
6371,1591,304,625
6371,1600,370,23
6371,1610,687,852
6371,1622,299,642
6371,1623,266,633
6371,1627,451,822
6372,1219,716,783
6372,1447,279,132
6372,1571,87,249
6372,1586,166,234
6372,1591,304,624
6372,1600,370,23
6372,1610,687,852
6372,1622,299,642
6372,1623,266,633
6372,1627,451,825
6373,1219,716,783
6373,1447,279,131
6373,1571,83,250
6373,1586,163,234
6373,1591,304,624
6373,1600,369,23
6373,1610,687,852
6373,1622,299,642
6373,1623,266,633
6373,1627,450,830
6374,1219,716,783
6374,1447,279,132
6374,1571,79,251
6374,1586,160,235
6374,1591,304,625
6374,1600,369,22
6374,1610,687,852
6374,1622,299,642
6374,1623,266,632
6374,1627,450,835
6375,1219,716,783
6375,1447,279,132
6375,1571,76,250
6375,1586,157,235
6375,1591,304,625
6375,1600,369,22
6375,1610,687,852
6375,1622,299,642
6375,1623,266,632
6375,1627,449,839
6376,1219,717,783
6376,1447,280,132
6376,1571,72,250
6376,1586,155,235
6376,1591,303,625
6376,1600,369,22
6376,1610,687,852
6376,1622,299,642
6376,1627,448,843
6377,1219,717,783
6377,1447,280,131
6377,1571,70,251
6377,1586,153,236
6377,1591,304,626
6377,1600,369,22
6377,1610,687,851
6377,1622,299,642
6377,1627,446,847
6378,1219,716,783
6378,1447,280,131
6378,1571,67,251
6378,1586,151,235
6378,1591,303,626
6378,1600,369,22
6378,1610,687,851
6378,1622,299,642
6378,1627,446,851
6379,1219,716,783
6379,1447,280,131
6379,1571,65,250
6379,1586,148,236
6379,1591,304,626
6379,1600,369,22
6379,1610,686,851
6379,1622,299,643
6379,1627,445,856
6380,1219,716,783
6380,1447,280,131
6380,1571,62,252
6380,1586,145,236
6380,1591,304,626
6380,1600,369,22
6380,1610,687,852
6380,1615,721,753
6380,1622,299,642
6380,1627,444,861
6381,1219,716,783
6381,1447,279,131
6381,1571,59,252
6381,1586,144,236
6381,1591,304,625
6381,1600,369,22
6381,1610,687,852
6381,1615,721,753
6381,1622,299,643
6381,1627,443,864
6382,1219,716,781
6382,1447,279,131
6382,1571,55,251
6382,1586,141,237
6382,1591,305,625
6382,1600,370,22
6382,1610,687,852
6382,1615,722,754
6382,1622,300,644
6382,1627,443,868
6382,1631,317,689
6383,1219,716,782
6383,1447,279,132
6383,1571,52,251
6383,1586,138,237
6383,1591,304,625
6383,1600,369,22
6383,1610,687,852
6383,1615,722,755
6383,1622,299,643
6383,1627,442,873
6383,1631,317,689
6384,1219,716,782
6384,1447,279,132
6384,1571,49,252
6384,1591,304,625
6384,1600,370,22
6384,1610,687,852
6384,1615,722,756
6384,1622,299,643
6384,1627,442,877
6384,1631,317,688
6384,1632,730,166
6385,1219,716,782
6385,1447,278,132
6385,1571,46,252
6385,1591,305,625
6385,1600,369,23
6385,1610,687,852
6385,1615,723,757
6385,1622,299,642
6385,1627,441,881
6385,1631,317,687
6385,1632,730,167
6386,1219,715,782
6386,1447,278,132
6386,1571,43,252
6386,1586,126,240
6386,1591,304,625
6386,1600,369,23
6386,1610,687,852
6386,1615,723,758
6386,1622,299,643
6386,1627,440,885
6386,1631,317,686
6386,1632,731,167
6386,1633,947,172
6387,1219,715,783
6387,1447,278,132
6387,1586,122,239
6387,1591,305,625
6387,1600,369,23
6387,1610,687,852
6387,1622,299,643
6387,1627,439,889
6387,1631,318,684
6387,1632,732,168
6387,1633,946,172
6388,1219,715,783
6388,1447,278,132
6388,1586,119,239
6388,1591,305,625
6388,1600,369,23
6388,1610,687,852
6388,1622,300,643
6388,1627,439,894
6388,1631,317,684
6388,1632,734,168
6388,1633,943,173
6389,1219,715,782
6389,1447,278,132
6389,1586,117,239
6389,1591,305,625
6389,1600,369,23
6389,1610,687,851
6389,1622,299,643
6389,1627,439,898
6389,1631,318,684
6389,1632,735,169
6389,1633,941,172
6390,1219,715,782
6390,1447,278,132
6390,1586,115,239
6390,1591,305,625
6390,1600,368,23
6390,1610,687,851
6390,1622,300,643
6390,1627,439,902
6390,1631,317,683
6390,1632,737,170
6390,1633,939,173
6391,1447,278,133
6391,1586,112,239
6391,1591,304,624
6391,1600,368,22
6391,1610,687,851
6391,1622,300,643
6391,1627,439,907
6391,1631,317,683
6391,1632,739,170
6391,1633,937,173
6392,1219,719,776
6392,1447,278,133
6392,1586,109,239
6392,1591,304,624
6392,1600,368,22
6392,1610,687,851
6392,1622,301,643
6392,1627,438,911
6392,1631,317,682
6392,1632,741,171
6392,1633,935,173
6393,1219,721,775
6393,1447,278,132
6393,1586,105,239
6393,1591,304,624
6393,1600,368,22
6393,1610,687,851
6393,1627,437,915
6393,1631,317,682
6393,1632,742,172
6393,1633,933,173
6394,1219,721,775
6394,1447,278,132
6394,1586,103,239
6394,1591,304,623
6394,1600,367,22
6394,1610,687,851
6394,1627,437,919
6394,1631,317,681
6394,1632,743,172
6394,1633,932,172
6395,1219,721,775
6395,1447,278,131
6395,1586,99,239
6395,1591,304,624
6395,1600,368,22
6395,1610,687,850
6395,1627,436,924
6395,1631,317,681
6395,1632,745,173
6395,1633,930,172
6396,1219,722,775
6396,1447,278,132
6396,1586,96,240
6396,1591,304,623
6396,1600,368,22
6396,1610,687,850
6396,1627,436,928
6396,1631,317,680
6396,1632,745,174
6396,1633,929,172
6397,1219,723,774
6397,1447,278,132
6397,1586,91,241
6397,1591,305,623
6397,1600,368,22
6397,1610,687,850
6397,1627,435,933
6397,1631,317,680
6397,1632,747,174
6398,1219,722,774
6398,1447,278,132
6398,1586,87,241
6398,1591,304,623
6398,1600,368,22
6398,1610,687,850
6398,1627,435,937
6398,1631,317,679
6398,1632,749,174
6399,1219,722,775
6399,1447,278,131
6399,1586,84,242
6399,1591,304,623
6399,1600,368,22
6399,1610,687,850
6399,1627,434,941
6399,1631,317,678
6399,1632,751,175
6400,1219,723,775
6400,1447,277,132
6400,1586,81,242
6400,1591,304,623
6400,1600,368,22
6400,1610,687,850
6400,1631,317,678
6400,1632,752,176
6401,1219,722,776
6401,1447,277,132
6401,1586,79,242
6401,1591,303,624
6401,1600,369,22
6401,1610,687,850
6401,1615,731,764
6401,1631,317,677
6401,1632,753,177
6402,1219,720,778
6402,1447,277,132
6402,1586,76,242
6402,1591,303,624
6402,1600,369,22
6402,1610,687,850
6402,1615,732,763
6402,1631,317,676
6402,1632,754,177
6403,1219,718,778
6403,1447,277,132
6403,1586,73,243
6403,1591,303,624
6403,1600,369,22
6403,1610,687,850
6403,1615,732,762
6403,1631,317,675
6403,1632,755,178
6404,1219,718,779
6404,1447,277,133
6404,1586,71,244
6404,1591,303,623
6404,1600,369,22
6404,1610,687,850
6404,1615,732,762
6404,1631,316,675
6404,1632,756,179
6405,1219,717,778
6405,1447,277,133
6405,1586,65,244
6405,1591,303,624
6405,1600,369,22
6405,1610,687,850
6405,1615,732,762
6405,1631,316,675
6405,1632,757,179
6405,1633,911,175
6406,1219,719,777
6406,1447,277,132
6406,1586,61,244
6406,1591,303,624
6406,1600,369,22
6406,1610,687,850
6406,1615,731,761
6406,1631,316,674
6406,1632,758,179
6406,1633,909,175
6407,1219,719,777
6407,1447,277,132
6407,1586,59,244
6407,1591,303,624
6407,1600,369,22
6407,1610,687,851
6407,1615,731,762
6407,1631,316,674
6407,1632,759,180
6408,1219,718,777
6408,1447,276,132
6408,1586,57,244
6408,1591,303,624
6408,1600,369,22
6408,1610,687,851
6408,1615,731,763
6408,1631,316,674
6408,1632,761,181
6409,1219,716,778
6409,1447,276,132
6409,1586,55,244
6409,1591,303,624
6409,1600,369,22
6409,1610,687,851
6409,1615,731,764
6409,1631,315,673
6409,1632,763,181
6409,1633,903,175
6410,1219,716,778
6410,1447,276,133
6410,1586,52,244
6410,1591,303,624
6410,1600,369,22
6410,1610,687,851
6410,1615,731,763
6410,1631,315,673
6410,1632,764,181
6410,1633,903,175
6411,1219,715,779
6411,1447,277,133
6411,1591,303,624
6411,1600,368,22
6411,1610,687,850
6411,1615,732,764
6411,1631,316,672
6411,1632,766,181
6411,1633,902,175
6412,1219,715,779
6412,1447,276,133
6412,1591,303,623
6412,1600,368,22
6412,1610,687,850
6412,1615,733,764
6412,1631,316,672
6412,1632,767,182
6413,1219,715,780
6413,1447,276,133
6413,1591,303,623
6413,1600,367,22
6413,1610,687,851
6413,1615,734,765
6413,1631,316,672
6413,1632,768,182
6414,1219,715,780
6414,1447,276,133
6414,1591,302,623
6414,1600,367,22
6414,1610,686,851
6414,1615,734,765
6414,1631,316,672
6414,1632,769,182
6414,1637,893,174
6415,1219,715,780
6415,1447,276,133
6415,1591,302,623
6415,1600,367,22
6415,1610,686,851
6415,1615,735,765
6415,1631,315,671
6415,1632,770,183
6415,1637,892,173
6416,1219,715,780
6416,1447,276,133
6416,1591,302,623
6416,1600,368,22
6416,1610,686,851
6416,1615,735,767
6416,1631,315,671
6416,1632,772,183
6416,1637,888,173
6417,1219,715,780
6417,1447,275,133
6417,1591,302,624
6417,1600,368,22
6417,1610,686,851
6417,1615,735,767
6417,1631,315,671
6417,1632,773,183
6417,1637,886,172
6418,1219,715,780
6418,1447,275,133
6418,1591,301,624
6418,1600,367,22
6418,1610,686,850
6418,1631,315,670
6418,1632,774,183
6418,1637,885,172
6419,1219,715,780
6419,1447,276,132
6419,1591,301,624
6419,1600,367,22
6419,1610,686,851
6419,1631,315,670
6419,1632,775,184
6419,1637,884,172
6420,1219,715,779
6420,1447,276,132
6420,1591,301,625
6420,1600,367,22
6420,1610,686,850
6420,1631,316,670
6420,1632,776,185
6420,1637,884,172
6421,1219,716,779
6421,1447,276,132
6421,1591,301,625
6421,1600,368,21
6421,1610,686,850
6421,1631,317,670
6421,1632,778,186
6421,1637,884,172
6422,1219,715,780
6422,1447,276,133
6422,1591,302,625
6422,1600,369,20
6422,1610,686,850
6422,1631,317,670
6422,1632,779,187
6422,1637,883,172
6423,1219,715,780
6423,1447,276,132
6423,1591,302,625
6423,1600,372,20
6423,1610,686,850
6423,1631,317,669
6423,1632,780,187
6424,1219,715,780
6424,1447,276,133
6424,1591,302,626
6424,1600,375,20
6424,1610,685,851
6424,1631,317,669
6424,1632,781,187
6425,1219,715,780
6425,1447,276,133
6425,1591,302,626
6425,1600,375,20
6425,1610,686,851
6425,1631,317,668
6425,1632,783,187
6426,1219,716,780
6426,1447,276,133
6426,1591,302,626
6426,1600,376,21
6426,1610,686,851
6426,1631,317,668
6426,1632,785,188
6427,1219,716,780
6427,1447,276,133
6427,1591,302,626
6427,1600,374,21
6427,1610,686,851
6427,1631,317,668
6427,1632,786,188
6427,1640,873,173
6428,1219,716,781
6428,1447,276,133
6428,1591,302,626
6428,1600,373,22
6428,1610,686,851
6428,1631,317,668
6428,1632,789,189
6428,1640,872,172
6428,1641,349,860
6429,1219,716,782
6429,1447,276,133
6429,1591,302,626
6429,1600,373,23
6429,1610,685,851
6429,1631,317,668
6429,1632,790,190
6429,1640,870,171
6429,1641,349,860
6430,1219,715,782
6430,1447,276,132
6430,1591,301,626
6430,1600,374,23
6430,1610,686,852
6430,1631,317,667
6430,1632,792,190
6430,1640,869,170
6430,1641,349,860
6431,1219,716,782
6431,1447,276,133
6431,1591,301,626
6431,1600,373,23
6431,1610,686,852
6431,1631,316,668
6431,1632,793,191
6431,1641,350,860
6432,1219,716,781
6432,1447,276,133
6432,1591,301,626
6432,1600,371,23
6432,1610,686,852
6432,1631,316,667
6432,1632,795,191
6432,1641,350,860
6433,1219,716,780
6433,1447,276,133
6433,1591,301,626
6433,1600,371,23
6433,1610,686,852
6433,1631,316,667
6433,1632,797,191
6433,1641,350,858
6434,1219,716,780
6434,1447,276,133
6434,1591,301,626
6434,1600,371,23
6434,1610,686,851
6434,1631,316,667
6434,1632,799,191
6434,1641,350,858
6435,1219,716,780
6435,1447,276,133
6435,1591,301,626
6435,1600,371,23
6435,1610,686,851
6435,1631,316,667
