fps,id,x,y
2,1,759,680
2,2,725,677
2,4,222,578
2,5,177,615
2,6,212,256
2,7,445,183
2,8,320,587
2,9,350,82
2,10,274,623
2,11,741,616
2,12,276,569
2,13,313,631
2,14,344,20
2,15,700,611
2,16,371,37
2,17,806,612
2,18,695,692
2,19,719,623
2,20,874,189
3,1,759,680
3,2,725,677
3,4,222,578
3,5,177,615
3,6,209,256
3,7,446,183
3,8,320,588
3,9,350,83
3,10,274,623
3,11,741,616
3,12,277,568
3,13,313,631
3,14,344,20
3,15,700,611
3,16,371,37
3,17,806,612
3,18,695,692
3,19,718,622
3,20,875,189
4,1,760,680
4,2,725,677
4,4,222,577
4,5,177,615
4,6,205,257
4,7,446,183
4,8,320,588
4,9,350,83
4,10,274,623
4,11,741,616
4,12,279,567
4,13,313,631
4,14,344,20
4,15,700,610
4,16,371,37
4,17,806,612
4,18,696,692
4,19,718,622
4,20,875,189
4,22,847,610
5,1,759,680
5,2,724,677
5,5,177,615
5,6,202,258
5,7,445,183
5,8,321,589
5,9,350,83
5,10,274,623
5,11,741,615
5,12,281,566
5,13,313,631
5,14,345,19
5,15,700,610
5,16,371,37
5,17,806,612
5,18,695,692
5,19,718,622
5,20,875,189
5,22,847,610
6,1,759,679
6,2,725,677
6,5,177,615
6,6,198,259
6,7,445,183
6,8,322,588
6,9,350,83
6,10,274,623
6,11,741,615
6,12,282,566
6,13,313,631
6,14,345,18
6,15,700,610
6,16,371,37
6,17,806,612
6,18,695,693
6,19,718,622
6,22,847,610
7,1,759,679
7,2,725,677
7,5,177,615
7,6,194,259
7,7,445,183
7,8,322,588
7,9,350,83
7,10,274,622
7,11,742,615
7,12,284,564
7,13,313,631
7,14,345,19
7,15,700,610
7,16,371,37
7,17,806,612
7,18,695,693
7,19,718,622
7,22,847,610
8,1,760,679
8,2,725,677
8,5,177,615
8,6,190,260
8,7,445,183
8,8,321,588
8,9,350,82
8,10,274,622
8,11,742,616
8,12,285,562
8,13,313,631
8,14,344,20
8,15,699,610
8,16,371,37
8,17,806,612
8,18,695,693
8,19,718,622
8,22,847,610
8,25,744,660
9,1,760,679
9,2,726,677
9,5,177,615
9,6,187,259
9,7,445,182
9,8,323,590
9,9,350,82
9,10,274,622
9,11,742,616
9,12,287,561
9,13,313,630
9,14,344,20
9,15,699,610
9,16,371,37
9,17,806,612
9,18,695,692
9,19,718,622
9,22,847,610
9,25,744,660
9,26,853,273
10,1,761,679
10,2,726,677
10,5,178,615
10,6,183,260
10,7,445,182
10,8,323,590
10,9,351,82
10,10,273,622
10,11,742,616
10,12,289,560
10,13,312,630
10,14,344,20
10,15,699,610
10,16,371,36
10,17,806,612
10,18,695,692
10,19,718,622
10,22,847,610
10,25,743,660
10,26,852,274
11,1,761,679
11,2,725,677
11,5,178,614
11,6,179,260
11,7,445,183
11,8,324,590
11,9,351,82
11,10,274,622
11,11,741,616
11,12,290,559
11,13,312,630
11,14,344,20
11,15,699,610
11,16,371,36
11,17,806,612
11,18,695,692
11,19,718,622
11,25,743,660
11,26,852,275
12,1,761,678
12,2,725,678
12,5,178,614
12,6,176,261
12,7,445,183
12,8,324,591
12,9,351,82
12,10,274,622
12,11,741,616
12,12,290,558
12,13,312,630
12,14,344,20
12,15,699,610
12,16,371,36
12,17,807,612
12,18,695,692
12,19,718,622
12,25,744,659
12,26,853,276
12,27,328,78
13,1,761,678
13,2,725,678
13,5,178,614
13,6,171,261
13,7,444,183
13,8,327,592
13,9,351,82
13,10,274,622
13,11,741,616
13,12,291,557
13,13,312,630
13,14,344,21
13,15,700,610
13,16,370,36
13,17,807,612
13,18,695,692
13,19,718,622
13,25,744,658
13,26,853,277
13,27,329,78
14,1,761,678
14,2,724,678
14,5,178,614
14,6,168,261
14,7,444,182
14,8,327,592
14,9,351,82
14,10,274,622
14,11,741,616
14,12,292,556
14,13,312,630
14,14,344,20
14,15,700,610
14,16,370,36
14,17,807,611
14,18,695,692
14,19,718,622
14,25,744,658
14,26,853,278
15,1,761,677
15,2,724,677
15,5,178,614
15,6,164,261
15,7,444,183
15,8,327,594
15,10,273,622
15,11,741,616
15,12,292,555
15,13,313,630
15,14,344,20
15,15,700,611
15,16,370,35
15,17,807,611
15,18,695,692
15,19,718,622
15,25,744,657
15,26,853,279
16,1,761,677
16,2,724,677
16,5,178,614
16,6,160,263
16,7,444,183
16,8,328,594
16,10,274,621
16,11,741,616
16,12,293,554
16,13,313,630
16,14,344,20
16,15,700,611
16,16,370,36
16,17,807,611
16,18,695,692
16,19,718,622
16,25,744,657
16,26,853,280
17,1,762,676
17,2,724,677
17,5,178,614
17,6,156,263
17,7,444,183
17,8,328,595
17,10,275,621
17,11,741,615
17,12,294,553
17,13,312,630
17,14,344,20
17,15,700,611
17,16,370,36
17,17,807,612
17,18,694,692
17,19,717,622
17,25,743,656
17,26,853,281
18,1,762,675
18,2,724,677
18,5,178,614
18,6,153,263
18,7,444,182
18,8,328,595
18,10,274,621
18,11,741,615
18,12,295,552
18,13,312,630
18,14,344,20
18,15,700,611
18,16,370,36
18,17,806,612
18,18,694,692
18,19,717,622
18,25,744,656
18,26,854,281
19,1,762,675
19,2,724,677
19,5,177,614
19,6,149,263
19,7,444,183
19,8,328,596
19,10,274,621
19,11,741,615
19,12,298,550
19,13,312,631
19,14,344,20
19,15,700,611
19,16,370,36
19,17,806,612
19,18,694,692
19,19,717,622
19,25,744,656
19,26,855,283
20,1,762,675
20,2,724,677
20,5,178,614
20,6,145,264
20,7,444,182
20,8,328,597
20,10,274,621
20,12,299,549
20,13,312,631
20,14,344,20
20,15,700,611
20,16,370,36
20,17,806,612
20,18,694,692
20,19,717,622
20,25,744,655
20,26,855,284
21,1,763,674
21,2,724,677
21,5,178,614
21,6,143,264
21,7,444,182
21,8,328,596
21,10,274,621
21,12,301,547
21,13,316,628
21,14,344,20
21,15,700,610
21,16,370,36
21,17,806,612
21,18,694,692
21,19,717,622
21,25,745,654
21,26,855,285
22,1,763,674
22,2,724,677
22,5,177,614
22,6,139,264
22,7,443,182
22,8,329,597
22,10,274,621
22,13,318,626
22,14,344,20
22,15,700,610
22,16,370,36
22,17,806,613
22,18,694,692
22,19,717,622
22,25,745,654
22,26,855,286
23,1,763,673
23,2,724,677
23,5,178,614
23,6,135,265
23,7,443,182
23,8,329,598
23,10,273,621
23,13,317,626
23,14,344,20
23,15,700,610
23,16,371,36
23,17,806,612
23,18,694,692
23,19,716,622
23,25,745,654
23,26,855,287
24,1,763,673
24,2,724,677
24,5,178,614
24,6,130,265
24,7,443,182
24,8,330,598
24,10,273,621
24,13,318,626
24,14,344,20
24,15,700,610
24,16,371,36
24,17,805,612
24,18,694,692
24,19,716,622
24,25,745,653
24,26,856,289
24,27,329,78
25,1,763,673
25,2,724,677
25,5,178,614
25,6,125,266
25,7,443,182
25,8,332,599
25,10,274,621
25,13,318,626
25,14,344,19
25,15,700,611
25,16,371,36
25,17,805,612
25,18,694,692
25,19,716,622
25,25,745,653
25,26,856,290
25,27,329,77
26,1,763,673
26,2,724,676
26,5,178,614
26,6,120,266
26,7,443,182
26,8,332,599
26,10,274,621
26,12,307,540
26,13,318,626
26,14,344,19
26,15,700,611
26,16,371,36
26,17,805,612
26,18,694,692
26,19,716,622
26,20,874,187
26,25,745,653
26,26,856,291
26,27,329,77
27,1,764,673
27,2,724,676
27,5,178,614
27,6,116,266
27,7,443,182
27,8,332,599
27,10,274,621
27,12,309,538
27,13,318,625
27,14,344,19
27,15,699,611
27,16,371,36
27,17,805,612
27,18,694,692
27,19,716,622
27,20,873,188
27,25,745,654
27,26,856,291
27,27,328,77
28,1,764,673
28,2,724,676
28,5,177,613
28,6,112,267
28,7,443,182
28,8,332,600
28,10,274,621
28,12,310,537
28,13,318,626
28,14,344,19
28,15,699,611
28,16,370,36
28,17,805,612
28,18,694,692
28,19,716,622
28,20,873,187
28,25,745,653
28,26,856,292
28,27,328,77
29,1,764,673
29,2,724,676
29,5,177,614
29,6,109,267
29,7,443,182
29,8,334,600
29,10,274,621
29,12,311,536
29,13,318,625
29,14,344,19
29,15,699,611
29,16,370,36
29,17,805,612
29,18,694,692
29,19,716,622
29,20,873,187
29,25,746,653
29,26,856,292
30,1,764,673
30,2,725,677
30,5,177,614
30,6,105,267
30,7,443,182
30,8,334,600
30,10,273,622
30,12,314,535
30,13,318,625
30,14,344,19
30,15,699,611
30,16,370,37
30,17,805,612
30,18,694,692
30,19,716,621
30,20,871,188
30,25,746,653
30,26,856,293
31,1,764,673
31,2,725,676
31,6,102,269
31,7,443,182
31,8,335,600
31,9,350,82
31,10,273,622
31,12,315,534
31,13,318,625
31,14,344,19
31,15,699,611
31,16,370,37
31,17,805,611
31,18,694,692
31,19,716,621
31,20,870,188
31,25,746,653
31,26,856,294
32,1,764,673
32,2,725,676
32,6,98,269
32,7,443,182
32,8,335,600
32,9,349,82
32,10,273,622
32,12,316,533
32,13,318,626
32,14,344,19
32,15,699,611
32,16,370,37
32,17,805,611
32,18,694,692
32,19,716,621
32,20,871,188
32,25,746,653
32,26,856,295
32,31,297,109
33,1,765,672
33,2,725,676
33,6,94,269
33,7,443,182
33,8,336,599
33,10,273,622
33,12,319,530
33,13,318,626
33,14,344,19
33,15,699,611
33,16,370,37
33,17,806,612
33,18,694,692
33,19,716,621
33,20,872,188
33,25,745,653
33,26,855,296
33,31,295,110
34,1,765,672
34,2,725,676
34,6,90,269
34,7,443,182
34,8,335,598
34,10,273,622
34,12,320,529
34,13,318,626
34,14,344,19
34,15,699,611
34,16,370,37
34,17,805,612
34,18,694,692
34,19,716,621
34,20,874,187
34,22,846,611
34,25,745,653
34,26,855,297
34,31,295,111
35,1,765,672
35,2,724,676
35,6,86,269
35,7,443,182
35,8,338,601
35,10,273,622
35,12,322,528
35,13,318,626
35,14,344,20
35,15,699,610
35,16,370,36
35,17,805,612
35,18,694,692
35,19,716,621
35,20,874,187
35,22,846,611
35,25,745,653
35,26,855,298
35,31,294,112
36,1,765,671
36,2,724,676
36,6,81,270
36,7,443,181
36,8,339,602
36,10,273,622
36,12,324,527
36,13,319,626
36,14,344,20
36,15,699,610
36,16,370,36
36,18,694,692
36,19,716,621
36,20,875,187
36,22,847,613
36,25,745,653
36,26,856,299
36,31,293,112
37,1,765,671
37,2,724,677
37,6,78,271
37,7,443,182
37,10,273,622
37,13,319,626
37,14,344,20
37,15,699,610
37,16,369,36
37,17,805,611
37,18,694,692
37,19,716,621
37,20,876,187
37,22,847,613
37,25,745,654
37,26,855,299
37,31,292,113
38,1,765,671
38,2,724,676
38,6,74,270
38,7,443,182
38,10,272,622
38,12,327,523
38,14,344,20
38,15,699,610
38,16,369,36
38,17,805,611
38,18,694,692
38,19,716,621
38,20,876,187
38,25,744,654
38,26,855,300
39,1,765,671
39,2,724,676
39,6,70,271
39,7,443,182
39,10,273,622
39,12,328,522
39,14,344,20
39,15,699,610
39,16,369,36
39,18,694,692
39,19,716,621
39,20,877,187
39,25,745,654
39,26,856,302
39,34,313,634
40,1,766,671
40,6,67,272
40,7,443,182
40,10,273,622
40,12,330,520
40,14,344,19
40,15,699,610
40,16,369,37
40,18,694,692
40,19,716,621
40,20,878,188
40,25,746,654
40,26,856,303
40,34,313,635
40,35,291,596
41,1,765,671
41,5,177,614
41,6,63,272
41,7,443,182
41,9,349,83
41,10,273,622
41,12,332,519
41,14,344,19
41,15,699,610
41,16,369,36
41,18,694,692
41,19,716,621
41,20,878,188
41,25,746,654
41,26,857,303
41,34,313,635
41,35,292,596
42,1,766,671
42,5,177,614
42,6,58,272
42,7,443,181
42,9,349,83
42,10,272,622
42,12,333,518
42,14,344,20
42,15,699,610
42,16,369,37
42,18,694,692
42,19,716,621
42,20,878,188
42,25,746,655
42,26,857,304
42,34,312,635
42,35,293,597
43,1,766,671
43,5,177,614
43,6,54,272
43,7,443,181
43,9,349,83
43,10,273,622
43,12,335,516
43,14,344,20
43,15,699,611
43,16,369,37
43,18,694,692
43,19,716,621
43,20,878,188
43,25,746,654
43,26,858,305
43,34,312,634
43,35,294,597
44,1,766,671
44,5,177,614
44,6,50,272
44,7,443,182
44,9,349,83
44,10,273,622
44,12,336,515
44,14,344,20
44,15,699,611
44,16,369,37
44,18,694,692
44,19,716,621
44,20,877,187
44,25,746,654
44,26,858,305
44,34,312,633
44,35,294,597
45,1,766,670
45,5,177,614
45,6,46,273
45,7,443,182
45,9,349,83
45,10,273,623
45,12,339,514
45,14,344,20
45,16,369,37
45,18,694,691
45,19,716,621
45,20,878,187
45,25,746,654
45,26,858,306
45,34,311,633
45,35,295,598
46,1,766,671
46,5,178,614
46,7,443,182
46,9,348,83
46,10,273,623
46,12,340,512
46,14,344,20
46,16,369,37
46,18,694,691
46,19,716,621
46,20,878,187
46,25,746,654
46,26,858,306
46,34,312,633
46,35,296,598
47,1,766,672
47,5,177,614
47,7,443,182
47,9,349,83
47,10,273,623
47,14,344,20
47,16,369,37
47,18,694,691
47,19,716,620
47,20,878,187
47,25,745,654
47,26,858,307
47,34,312,633
47,35,297,598
48,1,766,671
48,5,177,614
48,7,443,182
48,9,349,83
48,10,273,622
48,12,344,509
48,14,344,20
48,16,369,36
48,18,694,691
48,19,716,620
48,20,878,187
48,25,746,655
48,26,858,308
48,34,312,633
48,35,298,599
49,1,767,669
49,5,177,614
49,7,443,182
49,9,349,83
49,10,273,622
49,12,346,508
49,14,344,19
49,16,369,36
49,18,694,691
49,19,717,621
49,20,877,187
49,25,746,654
49,26,858,308
49,34,312,633
49,35,300,599
50,1,768,668
50,5,177,614
50,7,443,182
50,9,349,83
50,10,273,621
50,12,347,506
50,14,344,19
50,16,369,36
50,18,694,691
50,19,717,621
50,20,877,187
50,25,746,654
50,26,858,309
50,34,313,633
50,35,300,599
51,1,769,667
51,5,177,615
51,7,443,182
51,10,273,621
51,12,349,505
51,14,344,19
51,16,369,35
51,18,694,691
51,19,717,620
51,20,878,187
51,25,746,654
51,26,858,310
51,34,313,633
51,35,302,599
52,1,769,667
52,5,177,615
52,7,443,182
52,10,273,621
52,12,351,503
52,14,344,19
52,15,699,610
52,16,369,36
52,18,694,691
52,19,717,620
52,20,878,187
52,25,746,655
52,26,859,310
52,34,314,634
52,35,303,599
53,1,769,667
53,5,177,615
53,7,443,182
53,10,273,621
53,12,353,501
53,14,344,19
53,15,700,610
53,16,369,36
53,18,694,691
53,19,717,620
53,20,878,187
53,25,746,655
53,26,859,311
53,34,314,634
53,35,304,599
54,1,769,667
54,5,177,615
54,7,443,182
54,10,273,621
54,12,355,500
54,14,344,19
54,15,700,610
54,16,369,36
54,18,694,691
54,19,717,620
54,20,878,187
54,25,746,655
54,26,859,312
54,34,314,634
54,35,305,600
54,42,742,614
55,1,769,667
55,5,178,614
55,7,443,183
55,10,273,621
55,12,356,498
55,14,344,19
55,15,700,610
55,16,369,36
55,18,694,690
55,19,717,620
55,20,878,187
55,25,745,655
55,26,859,313
55,34,313,634
55,35,306,600
55,42,742,614
56,1,769,665
56,5,177,614
56,7,442,183
56,10,274,621
56,12,358,496
56,14,344,19
56,15,699,610
56,16,369,36
56,18,694,690
56,19,718,621
56,20,879,187
56,25,745,655
56,26,859,314
56,34,313,633
56,35,306,600
56,42,743,614
56,43,277,127
57,1,770,665
57,5,177,614
57,7,442,183
57,9,349,83
57,10,273,621
57,12,359,495
57,14,343,19
57,15,699,610
57,16,369,36
57,18,694,690
57,19,718,620
57,20,879,187
57,25,745,655
57,26,859,314
57,34,313,634
57,35,308,600
57,42,743,614
57,43,275,127
58,1,770,664
58,5,177,614
58,7,442,184
58,9,348,83
58,10,273,621
58,12,361,494
58,14,343,19
58,15,699,610
58,16,369,36
58,18,694,690
58,19,718,620
58,20,879,187
58,25,745,655
58,26,859,315
58,34,313,634
58,35,308,600
58,42,742,613
58,43,274,128
59,1,770,663
59,5,177,614
59,7,442,184
59,9,349,83
59,10,273,621
59,12,363,492
59,14,343,19
59,15,699,610
59,16,369,36
59,18,694,690
59,19,717,621
59,20,878,186
59,25,745,656
59,26,859,316
59,34,313,633
59,35,309,600
59,42,742,613
59,43,273,128
60,1,770,664
60,2,724,677
60,5,178,614
60,7,442,185
60,9,349,83
60,10,273,621
60,12,365,490
60,14,344,19
60,15,699,610
60,16,369,36
60,18,694,690
60,19,717,620
60,20,877,187
60,25,745,656
60,26,859,317
60,34,313,632
60,35,310,600
60,42,743,614
60,43,272,129
61,1,770,664
61,2,723,676
61,5,178,614
61,7,441,186
61,9,349,83
61,10,273,621
61,12,367,489
61,14,344,19
61,15,699,611
61,16,369,36
61,18,694,690
61,19,717,621
61,20,877,187
61,25,744,656
61,26,859,318
61,34,313,632
61,35,311,600
61,42,743,614
61,43,272,129
62,1,771,664
62,2,723,676
62,5,178,614
62,7,440,187
62,9,349,83
62,10,273,621
62,12,368,488
62,14,344,19
62,15,699,610
62,16,369,35
62,18,694,690
62,19,716,621
62,20,878,188
62,25,744,656
62,26,860,319
62,34,313,632
62,35,312,601
62,43,271,129
63,1,771,663
63,2,723,676
63,5,178,614
63,7,440,187
63,9,349,83
63,12,370,486
63,14,344,19
63,15,699,610
63,16,369,36
63,18,695,690
63,19,717,621
63,20,879,188
63,25,744,656
63,26,860,319
63,34,313,632
63,35,313,601
63,42,742,614
63,43,270,130
64,1,771,663
64,2,723,676
64,5,178,615
64,7,440,188
64,9,349,84
64,12,372,485
64,14,344,19
64,15,699,610
64,16,369,36
64,17,807,610
64,18,695,690
64,19,717,621
64,20,879,188
64,25,744,655
64,26,860,321
64,34,313,633
64,35,314,602
64,42,742,614
64,43,269,131
65,1,771,663
65,2,723,676
65,5,179,615
65,7,440,188
65,9,348,84
65,12,375,483
65,14,344,19
65,15,699,610
65,16,369,35
65,17,808,610
65,18,695,690
65,19,717,621
65,20,879,188
65,25,744,655
65,26,860,321
65,34,313,633
65,35,315,603
65,42,742,615
65,43,268,131
66,1,772,664
66,2,724,677
66,5,179,615
66,7,440,189
66,9,348,84
66,12,377,481
66,14,344,19
66,15,699,610
66,16,369,35
66,17,807,610
66,18,695,690
66,19,718,621
66,20,880,188
66,25,744,655
66,26,860,322
66,34,314,633
66,35,315,604
66,42,742,615
66,43,267,132
67,1,772,664
67,2,724,677
67,5,179,615
67,7,440,190
67,9,348,84
67,12,379,480
67,14,344,19
67,15,700,611
67,16,369,35
67,17,807,610
67,18,695,690
67,19,717,621
67,20,880,189
67,25,744,656
67,26,860,322
67,34,314,633
67,35,316,604
67,42,742,615
67,43,266,132
68,1,772,664
68,2,724,677
68,5,179,615
68,7,440,191
68,9,348,83
68,12,381,477
68,14,344,19
68,15,700,611
68,16,369,36
68,17,806,611
68,18,695,690
68,19,717,621
68,20,880,189
68,25,744,655
68,26,860,323
68,34,314,632
68,35,316,604
68,42,742,615
68,43,265,133
69,1,772,664
69,2,724,677
69,5,178,614
69,7,439,191
69,9,349,84
69,10,273,622
69,12,383,476
69,14,344,19
69,15,700,611
69,16,369,36
69,17,807,611
69,18,695,691
69,19,717,621
69,20,879,188
69,25,744,655
69,26,860,324
69,34,314,633
69,35,317,604
69,42,743,615
69,43,263,134
70,1,772,664
70,2,724,677
70,5,178,614
70,7,439,192
70,9,349,84
70,10,273,622
70,14,344,20
70,15,700,611
70,16,369,36
70,17,807,610
70,18,695,691
70,19,717,621
70,20,879,188
70,25,744,655
70,26,860,324
70,34,315,632
70,35,318,605
70,42,743,615
70,43,262,135
71,1,772,664
71,2,724,677
71,5,177,614
71,7,439,193
71,9,349,84
71,10,273,622
71,14,343,20
71,15,700,610
71,16,369,36
71,17,807,610
71,18,695,691
71,19,717,621
71,20,879,189
71,25,744,655
71,26,860,325
71,34,315,632
71,35,318,605
71,42,743,615
71,43,261,136
72,1,772,663
72,2,724,677
72,5,177,614
72,7,438,194
72,9,350,84
72,10,273,622
72,14,343,20
72,15,699,610
72,16,369,36
72,17,807,610
72,18,695,692
72,19,717,621
72,20,879,188
72,25,744,655
72,26,860,325
72,34,315,632
72,35,319,605
72,42,743,615
72,43,260,136
73,1,772,662
73,2,724,677
73,5,178,614
73,7,438,195
73,10,272,621
73,14,343,20
73,15,699,610
73,16,369,36
73,17,808,610
73,18,695,692
73,19,718,621
73,20,879,188
73,25,744,655
73,26,861,326
73,34,314,632
73,35,320,606
73,42,743,615
73,43,259,137
74,1,772,661
74,2,724,677
74,5,178,615
74,7,438,195
74,10,272,621
74,14,343,20
74,15,699,610
74,16,369,36
74,17,808,609
74,18,695,692
74,19,718,621
74,20,880,188
74,25,744,655
74,26,861,326
74,34,314,632
74,35,320,607
74,42,743,615
74,43,259,138
75,1,772,661
75,2,724,677
75,5,178,615
75,7,437,196
75,10,273,622
75,14,343,20
75,15,699,610
75,16,369,36
75,17,809,609
75,18,695,692
75,19,718,621
75,20,880,188
75,25,744,655
75,26,861,326
75,34,314,632
75,35,321,607
75,42,743,615
75,43,258,139
76,1,772,660
76,2,724,677
76,5,177,615
76,7,438,197
76,9,350,84
76,10,273,622
76,14,343,20
76,15,700,611
76,16,370,36
76,17,809,609
76,18,695,691
76,19,718,621
76,20,881,189
76,25,744,655
76,26,861,327
76,34,314,632
76,35,321,607
76,42,743,614
76,43,257,139
77,1,772,659
77,2,725,677
77,5,178,614
77,7,437,197
77,9,350,84
77,10,273,622
77,14,344,20
77,15,700,610
77,16,370,36
77,17,809,609
77,18,695,691
77,19,718,621
77,20,881,189
77,25,745,656
77,26,861,327
77,34,314,632
77,35,322,608
77,42,743,614
78,1,772,659
78,2,725,677
78,5,178,614
78,7,437,199
78,9,350,84
78,10,273,622
78,14,344,21
78,15,700,610
78,16,370,36
78,17,809,609
78,18,695,691
78,19,718,621
78,20,880,189
78,25,745,655
78,26,861,327
78,34,314,633
78,35,323,610
78,42,743,614
79,1,773,659
79,2,725,677
79,5,178,614
79,7,437,199
79,9,350,83
79,10,273,622
79,14,344,21
79,15,700,610
79,16,369,36
79,17,809,608
79,18,695,691
79,19,718,620
79,20,880,190
79,25,745,655
79,26,861,328
79,34,313,632
79,35,324,610
79,42,743,614
80,1,773,658
80,2,725,677
80,5,177,614
80,7,436,200
80,9,349,83
80,10,273,622
80,14,344,21
80,15,700,611
80,16,369,36
80,17,810,607
80,18,695,691
80,19,718,620
80,20,880,190
80,25,745,655
80,26,861,328
80,34,313,632
80,35,324,612
80,42,743,614
81,1,773,658
81,2,725,676
81,5,177,615
81,7,435,201
81,9,349,83
81,10,273,622
81,14,344,21
81,15,699,611
81,16,369,36
81,17,809,607
81,18,695,691
81,19,717,620
81,20,880,189
81,25,745,655
81,26,861,328
81,34,313,632
81,35,326,612
81,42,744,614
82,1,773,657
82,2,725,677
82,5,177,615
82,7,435,202
82,9,349,83
82,10,273,622
82,14,344,20
82,15,699,611
82,16,369,36
82,17,810,607
82,18,695,691
82,19,717,620
82,20,880,189
82,25,745,656
82,26,861,328
82,34,314,633
82,35,327,613
82,42,744,615
83,1,773,656
83,2,725,677
83,5,177,615
83,7,435,203
83,9,349,83
83,10,273,622
83,14,343,20
83,15,699,611
83,16,369,37
83,17,810,606
83,18,695,691
83,19,717,620
83,20,881,190
83,25,745,656
83,26,861,329
83,34,314,633
83,35,327,612
83,42,743,615
84,1,774,656
84,2,725,677
84,5,177,616
84,7,434,204
84,9,349,83
84,10,274,622
84,14,343,20
84,16,370,37
84,17,810,606
84,18,695,691
84,19,717,620
84,20,881,190
84,25,745,656
84,26,861,329
84,34,314,632
84,35,328,614
84,42,743,614
84,44,368,804
85,1,774,655
85,2,725,677
85,5,177,616
85,7,434,205
85,9,349,83
85,10,274,623
85,14,343,21
85,15,699,611
85,16,369,37
85,17,810,606
85,18,695,691
85,19,717,620
85,20,881,190
85,25,744,656
85,26,861,328
85,34,314,632
85,35,328,615
85,42,743,614
85,44,368,804
86,1,775,654
86,2,725,677
86,5,177,616
86,7,434,206
86,9,350,83
86,10,274,622
86,14,343,21
86,15,699,611
86,16,369,37
86,17,810,606
86,18,695,691
86,19,717,620
86,20,881,190
86,25,744,656
86,26,861,329
86,34,314,632
86,35,328,616
86,42,744,614
86,44,367,805
87,1,775,653
87,2,725,677
87,5,177,616
87,7,434,207
87,9,349,83
87,10,274,623
87,14,342,21
87,15,699,611
87,16,369,37
87,17,811,606
87,18,695,691
87,19,717,620
87,20,881,190
87,25,744,656
87,26,861,329
87,34,314,633
87,35,328,618
87,42,744,615
87,44,367,805
88,1,776,653
88,2,725,677
88,5,177,616
88,7,434,208
88,9,349,83
88,10,274,623
88,14,342,21
88,15,700,611
88,16,369,37
88,17,811,606
88,18,695,691
88,19,717,620
88,20,882,190
88,25,744,657
88,26,861,329
88,34,314,633
88,35,329,619
88,42,744,615
88,44,367,805
88,46,982,216
89,1,776,652
89,2,725,677
89,5,177,616
89,7,434,209
89,9,348,84
89,10,274,622
89,14,342,21
89,15,700,611
89,16,369,37
89,17,812,606
89,18,695,691
89,19,717,621
89,25,744,657
89,26,861,328
89,34,315,633
89,35,329,620
89,42,744,616
89,44,367,804
89,46,979,217
90,1,776,652
90,2,725,677
90,5,176,616
90,7,433,209
90,9,348,84
90,10,273,622
90,14,343,21
90,15,700,612
90,16,369,37
90,17,813,604
90,18,695,692
90,19,717,621
90,26,861,328
90,34,314,633
90,35,330,620
90,42,744,615
90,44,367,804
90,46,977,218
90,47,636,680
91,1,776,651
91,2,725,677
91,5,177,616
91,7,434,210
91,9,349,85
91,10,273,623
91,14,343,21
91,15,700,612
91,16,369,36
91,17,813,603
91,18,695,692
91,19,717,621
91,26,860,328
91,34,314,633
91,35,331,621
91,42,744,615
91,44,366,804
91,46,974,218
91,47,637,679
92,1,776,651
92,2,725,678
92,5,177,616
92,7,433,211
92,9,349,85
92,10,273,623
92,14,343,21
92,15,700,612
92,16,369,36
92,17,813,603
92,18,695,692
92,19,717,621
92,26,860,328
92,34,314,633
92,35,332,622
92,42,744,615
92,44,366,805
92,46,972,218
93,1,776,650
93,2,725,678
93,5,176,616
93,7,433,212
93,9,349,84
93,10,274,623
93,14,342,21
93,15,700,612
93,16,369,36
93,17,814,603
93,18,695,691
93,19,717,621
93,26,860,328
93,34,314,633
93,35,333,622
93,42,743,615
93,44,366,806
93,46,969,219
94,1,776,649
94,2,725,678
94,7,433,212
94,9,349,84
94,10,274,623
94,14,342,21
94,15,700,612
94,16,369,36
94,17,814,601
94,18,695,691
94,19,716,621
94,26,860,328
94,34,314,633
94,35,334,624
94,42,743,615
94,44,366,806
94,46,966,219
95,1,776,649
95,2,724,678
95,7,432,213
95,9,349,84
95,10,274,623
95,14,342,21
95,15,700,612
95,16,369,36
95,17,815,600
95,18,695,691
95,19,716,621
95,25,744,656
95,26,860,328
95,34,314,633
95,35,335,625
95,42,743,616
95,44,366,807
95,46,964,219
95,49,380,674
96,1,777,648
96,2,725,678
96,7,432,214
96,9,349,84
96,10,274,623
96,14,342,21
96,15,700,612
96,16,369,36
96,17,815,599
96,18,695,691
96,19,716,621
96,25,744,656
96,26,860,328
96,34,314,633
96,35,335,626
96,42,743,615
96,44,366,807
96,46,962,219
96,49,381,675
97,1,777,647
97,2,725,678
97,7,431,215
97,9,349,84
97,10,274,623
97,14,342,21
97,16,369,37
97,17,815,599
97,18,695,691
97,19,716,620
97,25,744,656
97,26,860,328
97,34,313,634
97,35,335,627
97,42,743,615
97,44,367,807
97,46,960,219
97,49,381,676
98,1,777,646
98,2,725,677
98,7,431,216
98,9,349,84
98,10,274,623
98,14,343,21
98,15,700,612
98,16,369,36
98,17,815,598
98,18,695,691
98,19,716,620
98,25,745,656
98,26,860,328
98,34,314,634
98,35,336,629
98,42,743,615
98,44,367,808
98,46,958,219
98,51,713,810
99,1,777,645
99,2,725,677
99,7,431,217
99,9,349,84
99,10,274,623
99,14,343,21
99,15,700,612
99,16,369,37
99,17,815,597
99,18,695,691
99,19,717,621
99,25,745,657
