time,car_id,type,x,y,zone_id,None
688,561,van,774.5,899.5,1,-1
689,449,van,685,997.5,1,-1
689,467,van,1815,696.5,2,-1
689,537,van,788.5,1055.5,1,-1
689,561,van,775,899.5,1,-1
689,586,van,316,939,1,-1
690,449,van,684.5,997.5,1,-1
690,467,van,1815,696.5,2,-1
690,537,van,788,1055.5,1,-1
690,561,van,775,899.5,1,-1
690,586,van,320,938.5,1,-1
691,449,van,684.5,997.5,1,-1
691,467,van,1815,697,2,-1
691,537,van,789,1055,1,-1
691,561,van,775.5,899.5,1,-1
691,586,van,325,939,1,-1
692,449,van,684.5,997.5,1,-1
692,467,van,1815,697,2,-1
692,537,van,789,1055.5,1,-1
692,561,van,775.5,900,1,-1
692,586,van,329.5,939.5,1,-1
693,449,van,685,997.5,1,-1
693,467,van,1815,698,2,-1
693,537,van,789,1055.5,1,-1
693,561,van,775,900,1,-1
693,586,van,335,940.5,1,-1
694,449,van,685,997.5,1,-1
694,467,van,1815,698,2,-1
694,537,van,789,1055.5,1,-1
694,549,van,2199,741,2,-1
694,561,van,775,900,1,-1
694,586,van,339.5,941,1,-1
695,449,van,685,998,1,-1
695,467,van,1815,697.5,2,-1
695,537,van,788,1055.5,1,-1
695,549,van,2195.5,741.5,2,-1
695,561,van,774.5,899.5,1,-1
695,586,van,343,941,1,-1
696,449,van,684.5,998,1,-1
696,467,van,1815,697,2,-1
696,537,van,788.5,1055.5,1,-1
696,549,van,2191.5,742,2,-1
696,561,van,775,899.5,1,-1
696,586,van,347.5,941,1,-1
697,449,van,685,998,1,-1
697,467,van,1815,697,2,-1
697,537,van,788.5,1055.5,1,-1
697,549,van,2186,741.5,2,-1
697,561,van,775,899.5,1,-1
697,586,van,352,940.5,1,-1
698,449,van,685,998.5,1,-1
698,467,van,1815,697,2,-1
698,537,van,788.5,1055.5,1,-1
698,549,van,2181,741.5,2,-1
698,561,van,775,899.5,1,-1
698,586,van,356,939.5,1,-1
699,449,van,685,998.5,1,-1
699,467,van,1815,696.5,2,-1
699,537,van,788.5,1055.5,1,-1
699,549,van,2176,741.5,2,-1
699,561,van,775,899.5,1,-1
699,586,van,361,940,1,-1
700,449,van,685,998.5,1,-1
700,467,van,1815,696.5,2,-1
700,537,van,788.5,1055,1,-1
700,549,van,2169.5,741.5,2,-1
700,561,van,775,899.5,1,-1
700,586,van,365,939.5,1,-1
701,449,van,685,998.5,1,-1
701,467,van,1815,696.5,2,-1
701,537,van,788.5,1055.5,1,-1
701,549,van,2165,741,2,-1
701,561,van,775,899.5,1,-1
701,586,van,369.5,939,1,-1
702,449,van,685,998.5,1,-1
702,467,van,1815.5,696.5,2,-1
702,537,van,788.5,1056,1,-1
702,549,van,2160.5,741.5,2,-1
702,561,van,775.5,899.5,1,-1
702,586,van,374,940,1,-1
703,449,van,685,998.5,1,-1
703,467,van,1816,697,2,-1
703,537,van,788.5,1056,1,-1
703,549,van,2156.5,741.5,2,-1
703,561,van,775.5,899.5,1,-1
703,586,van,377.5,942,1,-1
704,449,van,684.5,998,1,-1
704,467,van,1816.5,697,2,-1
704,537,van,788.5,1056,1,-1
704,549,van,2151.5,741.5,2,-1
704,561,van,775,899.5,1,-1
705,449,van,685,998,1,-1
705,467,van,1817,697.5,2,-1
705,549,van,2147.5,741.5,2,-1
705,561,van,775,899.5,1,-1
705,586,van,384,942,1,-1
706,449,van,685,998,1,-1
706,467,van,1817,698,2,-1
706,549,van,2143,740.5,2,-1
706,561,van,775,899.5,1,-1
706,586,van,387,941.5,1,-1
707,449,van,685,998,1,-1
707,467,van,1816,697.5,2,-1
707,549,van,2137,741,2,-1
707,561,van,775.5,899.5,1,-1
707,586,van,391.5,941.5,1,-1
707,587,van,788,1055,1,-1
708,449,van,684.5,998,1,-1
708,467,van,1815.5,697.5,2,-1
708,549,van,2131.5,740.5,2,-1
708,561,van,775.5,899.5,1,-1
708,586,van,396.5,942,1,-1
708,587,van,788,1055.5,1,-1
709,449,van,685,998,1,-1
709,467,van,1815.5,697,2,-1
709,549,van,2126.5,741.5,2,-1
709,561,van,775,899.5,1,-1
709,586,van,401,942.5,1,-1
709,587,van,788,1055.5,1,-1
710,449,van,684.5,998,1,-1
710,467,van,1815.5,697,2,-1
710,549,van,2122.5,742,2,-1
710,561,van,775.5,899.5,1,-1
710,586,van,405,942.5,1,-1
710,587,van,788,1056,1,-1
711,449,van,684.5,997.5,1,-1
711,467,van,1815.5,697,2,-1
711,549,van,2117,740,2,-1
711,561,van,775.5,899.5,1,-1
711,586,van,410,942,1,-1
711,587,van,788,1056,1,-1
712,449,van,684.5,997.5,1,-1
712,467,van,1815.5,697.5,2,-1
712,549,van,2113,739.5,2,-1
712,561,van,775.5,899.5,1,-1
712,586,van,414,941,1,-1
712,587,van,788.5,1056,1,-1
713,449,van,685,997.5,1,-1
713,467,van,1815.5,697.5,2,-1
713,549,van,2108.5,740,2,-1
713,561,van,775,899.5,1,-1
713,586,van,419,940.5,1,-1
713,587,van,788,1055.5,1,-1
714,449,van,685,998,1,-1
714,467,van,1815,697,2,-1
714,549,van,2104,739.5,2,-1
714,561,van,775,899.5,1,-1
714,586,van,422,940.5,1,-1
714,587,van,787,1055.5,1,-1
715,449,van,685,998,1,-1
715,467,van,1815,697,2,-1
715,549,van,2099.5,739.5,2,-1
715,561,van,775,899.5,1,-1
715,586,van,425,940,1,-1
715,587,van,787,1055.5,1,-1
716,449,van,685,998,1,-1
716,467,van,1815,697,2,-1
716,549,van,2095.5,740,2,-1
716,561,van,775,899.5,1,-1
716,586,van,428,940,1,-1
716,587,van,787.5,1056,1,-1
717,449,van,685,998,1,-1
717,467,van,1815,696.5,2,-1
717,549,van,2091.5,740.5,2,-1
717,561,van,775,899.5,1,-1
717,586,van,430.5,940,1,-1
717,587,van,788,1056,1,-1
718,449,van,685,998,1,-1
718,467,van,1815,696,2,-1
718,549,van,2087,740.5,2,-1
718,561,van,775,899.5,1,-1
718,586,van,432.5,940,1,-1
718,587,van,787.5,1055.5,1,-1
719,449,van,684.5,997.5,1,-1
719,467,van,1816,696.5,2,-1
719,549,van,2083,740.5,2,-1
719,561,van,775.5,899.5,1,-1
720,449,van,685,998,1,-1
720,467,van,1816.5,697,2,-1
720,549,van,2077.5,740.5,2,-1
720,561,van,775.5,900,1,-1
721,449,van,685,998,1,-1
721,467,van,1815.5,696.5,2,-1
721,549,van,2073,739.5,2,-1
721,561,van,775,899.5,1,-1
722,449,van,685,998,1,-1
722,467,van,1815.5,696.5,2,-1
722,549,van,2069,738.5,2,-1
722,561,van,775,899.5,1,-1
722,592,van,448.5,941,1,-1
723,449,van,685,998.5,1,-1
723,467,van,1815.5,696.5,2,-1
723,549,van,2067,738.5,2,-1
723,561,van,774.5,900,1,-1
723,592,van,450,941,1,-1
723,593,van,787.5,1056,1,-1
724,449,van,685,998,1,-1
724,467,van,1815.5,696,2,-1
724,549,van,2064.5,738,2,-1
724,561,van,774,900,1,-1
724,592,van,452.5,940.5,1,-1
724,593,van,788,1055.5,1,-1
725,449,van,685,998,1,-1
725,467,van,1815.5,696,2,-1
725,549,van,2057,739.5,2,-1
725,561,van,774,899.5,1,-1
725,592,van,457.5,941.5,1,-1
725,593,van,788.5,1055.5,1,-1
726,449,van,685,998,1,-1
726,467,van,1815.5,696.5,2,-1
726,549,van,2052.5,738.5,2,-1
726,561,van,774.5,899.5,1,-1
726,592,van,462.5,941,1,-1
726,593,van,789,1055.5,1,-1
727,449,van,684.5,997.5,1,-1
727,467,van,1815.5,696.5,2,-1
727,549,van,2048.5,738.5,2,-1
727,561,van,775,899.5,1,-1
727,592,van,465.5,941,1,-1
727,593,van,789,1056,1,-1
728,449,van,684.5,997.5,1,-1
728,467,van,1815.5,696.5,2,-1
728,549,van,2044.5,738.5,2,-1
728,561,van,774.5,899.5,1,-1
728,592,van,467,940.5,1,-1
728,593,van,789.5,1056.5,1,-1
729,449,van,685.5,997.5,1,-1
729,467,van,1815.5,697,2,-1
729,549,van,2040,738.5,2,-1
729,561,van,775,899.5,1,-1
729,592,van,470,940.5,1,-1
730,449,van,685,997.5,1,-1
730,467,van,1815.5,697.5,2,-1
730,549,van,2037,739,2,-1
730,561,van,775,899.5,1,-1
731,449,van,685,997.5,1,-1
731,467,van,1815.5,697.5,2,-1
731,549,van,2033,738.5,2,-1
731,561,van,775.5,899.5,1,-1
732,449,van,685,997.5,1,-1
732,467,van,1815.5,697.5,2,-1
732,549,van,2031.5,738.5,2,-1
732,561,van,776,899.5,1,-1
732,596,van,480.5,941,1,-1
733,449,van,685,997,1,-1
733,467,van,1816,698,2,-1
733,549,van,2027.5,739.5,2,-1
733,561,van,776,899.5,1,-1
733,596,van,484,940.5,1,-1
734,449,van,685,997,1,-1
734,467,van,1815.5,698,2,-1
734,549,van,2024,740,2,-1
734,561,van,776,899.5,1,-1
734,596,van,488.5,939.5,1,-1
735,449,van,685,997,1,-1
735,467,van,1816,697.5,2,-1
735,549,van,2020,740.5,2,-1
735,561,van,775.5,899.5,1,-1
735,596,van,490,940.5,1,-1
736,449,van,685,997,1,-1
736,467,van,1816.5,697.5,2,-1
736,549,van,2016,740.5,2,-1
736,561,van,775.5,899.5,1,-1
736,596,van,493,940,1,-1
737,449,van,685,997,1,-1
737,467,van,1817,697.5,2,-1
737,549,van,2012,740,2,-1
737,561,van,775.5,899,1,-1
737,596,van,497,940,1,-1
738,449,van,685,997.5,1,-1
738,467,van,1817,697.5,2,-1
738,549,van,2007.5,739,2,-1
738,561,van,775,899,1,-1
738,596,van,499.5,940.5,1,-1
739,449,van,685,997.5,1,-1
739,467,van,1818,697.5,2,-1
739,549,van,2004,739,2,-1
739,561,van,775,898.5,1,-1
739,596,van,501,941,1,-1
739,601,van,790,1056,1,-1
740,449,van,685.5,996.5,1,-1
740,467,van,1818,697.5,2,-1
740,549,van,2000.5,739.5,2,-1
740,561,van,775,899,1,-1
740,596,van,504,941,1,-1
741,449,van,685,996.5,1,-1
741,467,van,1817.5,697.5,2,-1
741,549,van,1998.5,739,2,-1
741,561,van,775,899,1,-1
742,449,van,685.5,996.5,1,-1
742,467,van,1817.5,697.5,2,-1
742,549,van,1996,739,2,-1
742,561,van,775,899.5,1,-1
743,449,van,685,995.5,1,-1
743,467,van,1817.5,697.5,2,-1
743,549,van,1992.5,739.5,2,-1
743,561,van,775.5,899.5,1,-1
743,605,van,509,944,1,-1
743,606,van,788.5,1056,1,-1
744,449,van,685.5,995.5,1,-1
744,467,van,1818,697.5,2,-1
744,549,van,1989.5,739.5,2,-1
744,561,van,775,899.5,1,-1
744,605,van,510,943,1,-1
744,606,van,788.5,1056,1,-1
745,449,van,685,996,1,-1
745,467,van,1817.5,697.5,2,-1
745,549,van,1985.5,739.5,2,-1
745,561,van,775.5,899.5,1,-1
745,605,van,514,942.5,1,-1
745,606,van,788,1056,1,-1
746,449,van,685,996,1,-1
746,467,van,1817.5,697,2,-1
746,549,van,1981,739.5,2,-1
746,561,van,775.5,900,1,-1
746,605,van,516,942,1,-1
747,449,van,685.5,996,1,-1
747,467,van,1817.5,697,2,-1
747,549,van,1978.5,739.5,2,-1
747,561,van,775.5,900,1,-1
747,605,van,518,941.5,1,-1
747,606,van,789,1055,1,-1
748,449,van,686,996,1,-1
748,467,van,1817.5,697,2,-1
748,549,van,1975.5,739.5,2,-1
748,561,van,775,900,1,-1
748,605,van,521,942.5,1,-1
748,606,van,788.5,1055,1,-1
749,449,van,686,996.5,1,-1
749,467,van,1817,697,2,-1
749,549,van,1972.5,740.5,2,-1
749,561,van,775,900,1,-1
749,605,van,523.5,942.5,1,-1
749,606,van,788.5,1054,1,-1
750,449,van,686,996.5,1,-1
750,467,van,1817,697,2,-1
750,549,van,1970,740,2,-1
750,561,van,775,900,1,-1
750,605,van,527.5,942,1,-1
750,606,van,788,1054,1,-1
751,449,van,685,996.5,1,-1
751,467,van,1816.5,696.5,2,-1
751,549,van,1967.5,739,2,-1
751,561,van,775,900,1,-1
751,605,van,529.5,942,1,-1
751,606,van,788,1054,1,-1
752,449,van,685,996.5,1,-1
752,467,van,1817,697,2,-1
752,549,van,1966,739.5,2,-1
752,561,van,775,900,1,-1
752,605,van,534,942.5,1,-1
752,606,van,788.5,1054.5,1,-1
753,449,van,685,996.5,1,-1
753,467,van,1817,697,2,-1
753,549,van,1963.5,740,2,-1
753,561,van,775,900,1,-1
753,605,van,536,943.5,1,-1
753,606,van,788,1054.5,1,-1
754,449,van,685,996.5,1,-1
754,467,van,1817,697,2,-1
754,549,van,1961,740,2,-1
754,561,van,775.5,900.5,1,-1
754,605,van,539,943.5,1,-1
754,606,van,788.5,1054.5,1,-1
755,449,van,685,996.5,1,-1
755,467,van,1817,697.5,2,-1
755,549,van,1958.5,740.5,2,-1
755,561,van,775,900.5,1,-1
755,606,van,788,1054.5,1,-1
756,449,van,685,996.5,1,-1
756,467,van,1817.5,697.5,2,-1
756,549,van,1956,740.5,2,-1
756,561,van,775.5,900.5,1,-1
756,606,van,788,1054.5,1,-1
757,449,van,685,996.5,1,-1
757,467,van,1816,697.5,2,-1
757,549,van,1955,742.5,2,-1
757,561,van,775,900.5,1,-1
757,606,van,787.5,1054.5,1,-1
757,610,van,544,943,1,-1
758,449,van,685.5,996.5,1,-1
758,467,van,1817,697,2,-1
758,549,van,1953,742.5,2,-1
758,561,van,775.5,900.5,1,-1
758,606,van,788,1055.5,1,-1
758,610,van,545.5,942.5,1,-1
759,449,van,685.5,996.5,1,-1
759,467,van,1817,697,2,-1
759,549,van,1949,742.5,2,-1
759,561,van,775,900.5,1,-1
759,606,van,788,1055.5,1,-1
759,610,van,546.5,942,1,-1
760,449,van,685.5,996.5,1,-1
760,467,van,1817.5,697,2,-1
760,549,van,1947,742.5,2,-1
760,561,van,775,900.5,1,-1
760,606,van,787,1055,1,-1
760,610,van,549,942.5,1,-1
761,449,van,685.5,997,1,-1
761,467,van,1817,696.5,2,-1
761,549,van,1941.5,741.5,2,-1
761,561,van,775.5,900.5,1,-1
761,606,van,787.5,1055.5,1,-1
761,610,van,550,942.5,1,-1
762,449,van,685.5,997,1,-1
762,467,van,1816.5,696.5,2,-1
762,549,van,1939,741.5,2,-1
762,561,van,775.5,900.5,1,-1
762,606,van,787.5,1055,1,-1
762,610,van,553.5,943,1,-1
763,449,van,685,997,1,-1
763,467,van,1816.5,696.5,2,-1
763,549,van,1935.5,740,2,-1
763,561,van,775,900.5,1,-1
763,606,van,788,1055,1,-1
763,610,van,554.5,942.5,1,-1
764,449,van,685,997.5,1,-1
764,467,van,1816,696.5,2,-1
764,549,van,1932.5,740,2,-1
764,561,van,775,900.5,1,-1
764,606,van,787.5,1055,1,-1
764,610,van,556.5,942.5,1,-1
765,449,van,685.5,997.5,1,-1
765,467,van,1816,696.5,2,-1
765,549,van,1932,740,2,-1
765,561,van,774.5,900.5,1,-1
765,606,van,787.5,1054.5,1,-1
765,610,van,557.5,942,1,-1
765,616,van,1927,605.5,2,-1
766,449,van,685.5,997.5,1,-1
766,467,van,1816.5,696.5,2,-1
766,549,van,1931,740,2,-1
766,561,van,775,900.5,1,-1
766,606,van,787.5,1054.5,1,-1
766,610,van,561,942,1,-1
766,616,van,1927,605,2,-1
767,449,van,685.5,997.5,1,-1
767,467,van,1816,696,2,-1
767,549,van,1930,740,2,-1
767,561,van,775.5,900.5,1,-1
767,606,van,788,1054,1,-1
767,610,van,563,942,1,-1
767,616,van,1926,605,2,-1
768,449,van,687.5,996.5,1,-1
768,467,van,1816,696,2,-1
768,549,van,1928,740,2,-1
768,561,van,775,900.5,1,-1
768,606,van,787.5,1054.5,1,-1
768,610,van,565.5,943,1,-1
768,616,van,1925.5,604.5,2,-1
769,449,van,688.5,996,1,-1
769,467,van,1816,696,2,-1
769,549,van,1926.5,739.5,2,-1
769,561,van,775,900.5,1,-1
769,606,van,787.5,1054.5,1,-1
769,610,van,567,943,1,-1
769,616,van,1926,606,2,-1
770,449,van,688,996.5,1,-1
770,467,van,1816.5,696,2,-1
770,549,van,1925,739.5,2,-1
770,561,van,775,900.5,1,-1
770,606,van,787,1054.5,1,-1
770,610,van,569,942.5,1,-1
770,616,van,1926.5,605.5,2,-1
771,449,van,688,996.5,1,-1
771,467,van,1816.5,696,2,-1
771,549,van,1922.5,739,2,-1
771,561,van,775,900.5,1,-1
771,606,van,787,1054.5,1,-1
771,616,van,1926.5,606,2,-1
772,449,van,688.5,996.5,1,-1
772,467,van,1816,696,2,-1
772,549,van,1920,739,2,-1
772,561,van,775,900.5,1,-1
772,606,van,787,1054.5,1,-1
772,621,van,792.5,997.5,1,-1
773,449,van,688.5,996.5,1,-1
773,467,van,1816,696,2,-1
773,549,van,1918,738.5,2,-1
773,561,van,774.5,900.5,1,-1
773,606,van,787.5,1054.5,1,-1
773,621,van,792.5,997.5,1,-1
773,623,van,574.5,944.5,1,-1
774,449,van,688.5,996.5,1,-1
774,467,van,1816.5,696,2,-1
774,549,van,1916,738.5,2,-1
774,561,van,775,900.5,1,-1
774,606,van,787.5,1054,1,-1
774,621,van,791,996.5,1,-1
774,623,van,576.5,945,1,-1
775,449,van,688.5,996.5,1,-1
775,467,van,1816,696,2,-1
775,549,van,1914,738,2,-1
775,561,van,774.5,900.5,1,-1
775,606,van,787.5,1054,1,-1
775,621,van,791,996.5,1,-1
775,623,van,578.5,944.5,1,-1
776,449,van,687,996.5,1,-1
776,467,van,1816,695.5,2,-1
776,549,van,1912,738,2,-1
776,561,van,774.5,900.5,1,-1
776,606,van,787.5,1053.5,1,-1
776,621,van,791,996,1,-1
776,623,van,580.5,943.5,1,-1
777,449,van,686,996.5,1,-1
777,467,van,1816,695.5,2,-1
777,549,van,1909,738.5,2,-1
777,561,van,774.5,900.5,1,-1
777,606,van,787.5,1053,1,-1
777,621,van,791,996,1,-1
777,623,van,582.5,943.5,1,-1
777,624,van,1912,606.5,2,-1
778,449,van,686,996.5,1,-1
778,467,van,1817,696,2,-1
778,549,van,1907,738.5,2,-1
778,561,van,775,900.5,1,-1
778,606,van,787.5,1053.5,1,-1
778,621,van,791,996,1,-1
778,623,van,584,943,1,-1
778,624,van,1911.5,606.5,2,-1
779,449,van,686,996,1,-1
779,467,van,1816.5,696,2,-1
779,549,van,1906,738,2,-1
779,561,van,774.5,901,1,-1
779,606,van,787.5,1053.5,1,-1
779,621,van,791,996,1,-1
779,623,van,585.5,943,1,-1
779,624,van,1911.5,606.5,2,-1
780,449,van,686,996.5,1,-1
780,467,van,1816.5,696,2,-1
780,549,van,1904,738,2,-1
780,561,van,774.5,901,1,-1
780,606,van,787.5,1053.5,1,-1
780,623,van,587,942.5,1,-1
780,624,van,1910.5,606,2,-1
781,449,van,686,996.5,1,-1
781,467,van,1816.5,696,2,-1
781,549,van,1902,737,2,-1
781,561,van,774.5,901,1,-1
781,606,van,787.5,1053.5,1,-1
781,623,van,588.5,943,1,-1
781,624,van,1908.5,606,2,-1
782,449,van,686,996.5,1,-1
782,467,van,1816.5,696,2,-1
782,549,van,1901,736,2,-1
782,561,van,774.5,900.5,1,-1
782,606,van,788,1053.5,1,-1
782,623,van,589.5,942.5,1,-1
782,624,van,1908,606.5,2,-1
783,449,van,687.5,996,1,-1
783,467,van,1816.5,696,2,-1
783,549,van,1899,737,2,-1
783,561,van,774.5,900.5,1,-1
783,606,van,787.5,1053.5,1,-1
783,623,van,591,942.5,1,-1
783,624,van,1907,606.5,2,-1
783,630,van,793,997,1,-1
784,449,van,688,996,1,-1
784,467,van,1817,696,2,-1
784,549,van,1898.5,736.5,2,-1
784,561,van,774.5,900.5,1,-1
784,606,van,788,1053.5,1,-1
784,623,van,594,942.5,1,-1
784,624,van,1906.5,607,2,-1
784,630,van,793,997,1,-1
785,449,van,688.5,995.5,1,-1
785,467,van,1817,696,2,-1
785,549,van,1898,736.5,2,-1
785,561,van,774,900.5,1,-1
785,606,van,788,1054,1,-1
785,623,van,596,941.5,1,-1
785,624,van,1906,606.5,2,-1
785,630,van,792.5,997,1,-1
786,449,van,689,995.5,1,-1
786,467,van,1817,696,2,-1
786,549,van,1897,737.5,2,-1
786,561,van,774,900.5,1,-1
786,606,van,788,1054,1,-1
786,623,van,599.5,943,1,-1
786,624,van,1905.5,606,2,-1
786,630,van,792.5,997,1,-1
787,449,van,689,995.5,1,-1
787,467,van,1816.5,695.5,2,-1
787,549,van,1896,739,2,-1
787,561,van,774.5,901,1,-1
787,606,van,788,1054,1,-1
787,623,van,602,943,1,-1
787,624,van,1906,606.5,2,-1
787,630,van,792.5,997,1,-1
788,449,van,689,995.5,1,-1
788,467,van,1817,695.5,2,-1
788,549,van,1895.5,739,2,-1
788,561,van,774,901,1,-1
788,606,van,788,1054,1,-1
788,623,van,603.5,944,1,-1
788,624,van,1905.5,606.5,2,-1
788,630,van,793,997,1,-1
789,449,van,688.5,995.5,1,-1
789,467,van,1817,695.5,2,-1
789,549,van,1894.5,738,2,-1
789,561,van,774.5,901,1,-1
789,606,van,788,1054,1,-1
789,623,van,606,944,1,-1
789,630,van,793,997,1,-1
790,449,van,688,995.5,1,-1
790,467,van,1817,696,2,-1
790,549,van,1894.5,739,2,-1
790,561,van,774.5,901,1,-1
790,606,van,788,1054,1,-1
790,623,van,607.5,944,1,-1
790,630,van,793,997,1,-1
791,449,van,687.5,995.5,1,-1
791,467,van,1816.5,696,2,-1
791,549,van,1893,740,2,-1
791,561,van,774,901,1,-1
791,606,van,788,1053.5,1,-1
791,623,van,609,944,1,-1
791,630,van,792.5,997,1,-1
792,449,van,688,996,1,-1
792,467,van,1816.5,696,2,-1
792,549,van,1891,739.5,2,-1
792,561,van,774,901,1,-1
792,606,van,788,1053.5,1,-1
792,623,van,612,944,1,-1
792,630,van,793,997,1,-1
793,449,van,687.5,996.5,1,-1
793,467,van,1816.5,696,2,-1
793,549,van,1890.5,739,2,-1
793,561,van,773.5,901,1,-1
793,606,van,788,1053.5,1,-1
793,623,van,614.5,943.5,1,-1
793,630,van,793.5,997.5,1,-1
794,449,van,687.5,996.5,1,-1
794,467,van,1816.5,695.5,2,-1
794,549,van,1890.5,739,2,-1
794,561,van,774.5,900.5,1,-1
794,606,van,788,1053.5,1,-1
794,623,van,615.5,942.5,1,-1
794,630,van,793,997,1,-1
795,449,van,687.5,997,1,-1
795,467,van,1816.5,696,2,-1
795,549,van,1890.5,739,2,-1
795,561,van,774.5,900.5,1,-1
795,606,van,788,1054,1,-1
795,623,van,617,942.5,1,-1
795,630,van,793,997,1,-1
796,449,van,687.5,997,1,-1
796,467,van,1816.5,696,2,-1
796,549,van,1889.5,740,2,-1
796,561,van,775,900.5,1,-1
796,606,van,788,1054,1,-1
796,623,van,617,942.5,1,-1
796,630,van,792.5,997,1,-1
797,449,van,687,997,1,-1
797,467,van,1816,696,2,-1
797,549,van,1889,740,2,-1
797,561,van,774.5,900,1,-1
797,606,van,787.5,1054,1,-1
797,623,van,619,942.5,1,-1
797,630,van,793,997,1,-1
798,449,van,687.5,997,1,-1
798,467,van,1816,696.5,2,-1
798,549,van,1888.5,740.5,2,-1
798,561,van,774.5,900,1,-1
798,606,van,787.5,1054.5,1,-1
798,623,van,620,942.5,1,-1
798,630,van,792.5,997,1,-1
799,449,van,687.5,997,1,-1
799,467,van,1816,696.5,2,-1
799,549,van,1888.5,740.5,2,-1
799,561,van,774.5,900,1,-1
799,606,van,788,1054.5,1,-1
799,623,van,620.5,943,1,-1
799,630,van,792.5,997,1,-1
800,449,van,687.5,997,1,-1
800,467,van,1816,696.5,2,-1
800,549,van,1888,741,2,-1
800,561,van,774.5,900,1,-1
800,606,van,787.5,1054.5,1,-1
800,623,van,621.5,942.5,1,-1
800,630,van,792.5,997,1,-1
801,449,van,687.5,998,1,-1
801,467,van,1816,697,2,-1
801,549,van,1886.5,740,2,-1
801,561,van,774.5,900,1,-1
801,606,van,787.5,1055,1,-1
801,623,van,622.5,942.5,1,-1
801,630,van,792.5,996.5,1,-1
802,449,van,687.5,997.5,1,-1
802,467,van,1816,697,2,-1
802,549,van,1886.5,741,2,-1
802,561,van,774.5,900,1,-1
802,606,van,787.5,1055,1,-1
802,623,van,623,942,1,-1
802,630,van,792,996.5,1,-1
803,449,van,687.5,997.5,1,-1
803,467,van,1815.5,696.5,2,-1
803,549,van,1886,741.5,2,-1
803,561,van,774.5,900,1,-1
803,606,van,788,1055,1,-1
803,623,van,624,942.5,1,-1
803,630,van,792,996.5,1,-1
804,449,van,687.5,997.5,1,-1
804,467,van,1816,696.5,2,-1
804,549,van,1885.5,741.5,2,-1
804,561,van,774.5,900,1,-1
804,606,van,788,1055,1,-1
804,623,van,625,942.5,1,-1
804,630,van,792,996.5,1,-1
805,449,van,688,997.5,1,-1
805,467,van,1816,696.5,2,-1
805,549,van,1886.5,742.5,2,-1
805,561,van,774.5,900,1,-1
805,606,van,788,1054.5,1,-1
805,623,van,626.5,942.5,1,-1
805,630,van,792.5,997,1,-1
806,449,van,688,997.5,1,-1
806,467,van,1816,696.5,2,-1
806,549,van,1886,742.5,2,-1
806,561,van,774.5,900,1,-1
806,606,van,788,1054.5,1,-1
806,623,van,628.5,943,1,-1
806,630,van,792.5,997,1,-1
807,449,van,687.5,997,1,-1
807,467,van,1816,696.5,2,-1
807,549,van,1886,742,2,-1
807,561,van,774,900,1,-1
807,606,van,787.5,1054.5,1,-1
807,623,van,630,943,1,-1
807,630,van,791.5,997,1,-1
808,449,van,688,997,1,-1
808,467,van,1816,696.5,2,-1
808,549,van,1885.5,742,2,-1
808,561,van,774,900,1,-1
808,606,van,787.5,1054,1,-1
808,623,van,631,942.5,1,-1
808,630,van,792,997,1,-1
809,449,van,688.5,997,1,-1
809,467,van,1816,696.5,2,-1
809,549,van,1885.5,742,2,-1
809,561,van,774.5,899.5,1,-1
809,606,van,787,1054,1,-1
809,623,van,631.5,942.5,1,-1
809,630,van,792.5,997,1,-1
810,449,van,688,996.5,1,-1
810,467,van,1816,696.5,2,-1
810,549,van,1885.5,741.5,2,-1
810,561,van,775,899,1,-1
810,606,van,787,1054,1,-1
810,623,van,633,943,1,-1
810,630,van,792.5,997.5,1,-1
811,449,van,688,997.5,1,-1
811,467,van,1816,696.5,2,-1
811,549,van,1885,740.5,2,-1
811,561,van,774.5,899,1,-1
811,606,van,787.5,1054,1,-1
811,623,van,633.5,942.5,1,-1
811,630,van,792.5,997.5,1,-1
812,449,van,688.5,997.5,1,-1
812,467,van,1816,696.5,2,-1
812,549,van,1885,740.5,2,-1
812,561,van,774.5,899,1,-1
812,606,van,787.5,1054,1,-1
812,623,van,635,942.5,1,-1
812,627,van,205,899,1,-1
812,630,van,792.5,997.5,1,-1
812,645,van,1875,602.5,2,-1
813,449,van,688.5,997.5,1,-1
813,467,van,1815.5,696.5,2,-1
813,549,van,1885,740.5,2,-1
813,561,van,775,899,1,-1
813,606,van,787,1054,1,-1
813,623,van,635.5,942,1,-1
813,627,van,210,898.5,1,-1
813,630,van,792.5,997.5,1,-1
813,645,van,1875,603,2,-1
814,449,van,688,998,1,-1
814,467,van,1815.5,696.5,2,-1
814,549,van,1884.5,740.5,2,-1
814,561,van,775.5,899,1,-1
814,606,van,786.5,1054,1,-1
814,623,van,637,942,1,-1
814,627,van,214,899,1,-1
814,630,van,792.5,997,1,-1
814,645,van,1875,603,2,-1
815,449,van,688,998,1,-1
815,467,van,1815.5,696,2,-1
815,549,van,1884,740.5,2,-1
815,561,van,775.5,899,1,-1
815,606,van,787,1054,1,-1
815,623,van,638,942,1,-1
815,627,van,221,898.5,1,-1
815,630,van,792.5,996.5,1,-1
815,645,van,1876,603.5,2,-1
816,449,van,688.5,998,1,-1
816,467,van,1815.5,695.5,2,-1
816,549,van,1883.5,741.5,2,-1
816,561,van,775.5,899,1,-1
816,606,van,788,1054.5,1,-1
816,623,van,639,942,1,-1
